latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime_tr
39.43314,34.85532,344.56,0.4,0.44,2026-08-27,1115,N,VIIRS,n,2.0NRT,314.87,2.93,D,2026-08-27 14:15:00+03:00
39.59547,31.98127,344.68,0.45,0.39,2026-08-27,1115,N,VIIRS,n,2.0NRT,313.3,4.71,D,2026-08-27 14:15:00+03:00
39.98958,34.91832,339.67,0.41,0.45,2026-08-27,1115,N,VIIRS,n,2.0NRT,311.16,8.22,D,2026-08-27 14:15:00+03:00
39.99006,34.92323,346.44,0.41,0.45,2026-08-27,1115,N,VIIRS,n,2.0NRT,311.78,8.22,D,2026-08-27 14:15:00+03:00
40.15902,35.99346,341.39,0.46,0.47,2026-08-27,1115,N,VIIRS,n,2.0NRT,305.32,3.29,D,2026-08-27 14:15:00+03:00
40.16339,35.99283,334.96,0.46,0.47,2026-08-27,1115,N,VIIRS,n,2.0NRT,307.95,3.29,D,2026-08-27 14:15:00+03:00
40.20652,35.04743,346.24,0.41,0.45,2026-08-27,1115,N,VIIRS,n,2.0NRT,311.14,7.5,D,2026-08-27 14:15:00+03:00
40.42859,34.21687,338.45,0.57,0.43,2026-08-27,1115,N,VIIRS,n,2.0NRT,306.37,83.51,D,2026-08-27 14:15:00+03:00
40.43661,34.2158,367.0,0.57,0.43,2026-08-27,1115,N,VIIRS,h,2.0NRT,308.7,12.44,D,2026-08-27 14:15:00+03:00
40.44135,34.22244,337.6,0.57,0.43,2026-08-27,1115,N,VIIRS,n,2.0NRT,308.98,12.44,D,2026-08-27 14:15:00+03:00
40.44537,34.22192,344.33,0.57,0.43,2026-08-27,1115,N,VIIRS,n,2.0NRT,307.46,2.86,D,2026-08-27 14:15:00+03:00
40.44609,34.2291,347.77,0.57,0.43,2026-08-27,1115,N,VIIRS,n,2.0NRT,311.02,10.92,D,2026-08-27 14:15:00+03:00
40.4501,34.22861,340.99,0.57,0.43,2026-08-27,1115,N,VIIRS,n,2.0NRT,306.96,10.92,D,2026-08-27 14:15:00+03:00
40.76835,29.53321,332.94,0.4,0.37,2026-08-27,1115,N,VIIRS,n,2.0NRT,302.99,1.77,D,2026-08-27 14:15:00+03:00
41.19315,32.62121,335.66,0.5,0.41,2026-08-27,1115,N,VIIRS,n,2.0NRT,304.07,3.71,D,2026-08-27 14:15:00+03:00
